Regional Council11,Service type4,Ethnic group9,Age of child7,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Marlborough,Kōhanga Reo,Māori,Age 5,3,0,2,2,3,1,2,1,0,1,0,0,0,1,0
Manawatu-Wanganui,Kōhanga Reo,Māori,Age 5,57,19,47,52,83,57,33,7,6,6,11,8,13,8,25
Hawkes Bay,Kōhanga Reo,Māori,Age 5,37,13,28,35,39,38,42,14,9,4,5,7,16,14,16
Gisborne,Kōhanga Reo,Māori,Age 5,16,0,17,19,13,21,17,3,1,1,0,0,5,7,10
Canterbury,Kōhanga Reo,Māori,Age 5,7,0,11,5,7,6,9,1,1,3,1,0,1,3,2
Bay of Plenty,Kōhanga Reo,Māori,Age 5,77,25,88,55,69,101,79,16,6,11,10,10,29,21,28
Auckland,Kōhanga Reo,Māori,Age 5,45,20,71,42,86,55,50,15,8,10,3,6,24,16,13
Area outside regions,Kōhanga Reo,Māori,Age 5,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0
West Coast,Kindergarten,Māori,Age 5,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0
Wellington,Kindergarten,Māori,Age 5,1,1,2,4,4,11,18,17,10,11,10,19,15,8,3
Waikato,Kindergarten,Māori,Age 5,15,14,20,14,15,11,13,14,8,22,22,14,20,25,8
Tasman,Kindergarten,Māori,Age 5,1,0,0,0,0,0,0,0,0,2,0,0,2,2,0
Taranaki,Kindergarten,Māori,Age 5,1,2,3,3,0,0,6,2,2,1,2,3,4,1,4
Southland,Kindergarten,Māori,Age 5,0,0,0,0,0,0,4,2,0,2,2,0,5,1,2
Otago,Kindergarten,Māori,Age 5,0,0,0,1,0,0,0,0,1,2,3,2,3,4,1
Northland,Kindergarten,Māori,Age 5,1,4,2,1,0,3,2,5,3,11,6,5,7,6,5
Nelson,Kindergarten,Māori,Age 5,0,3,1,1,0,0,0,0,0,2,3,1,4,0,0
Marlborough,Kindergarten,Māori,Age 5,1,3,2,0,0,0,0,1,1,0,0,0,0,2,0
Manawatu-Wanganui,Kindergarten,Māori,Age 5,1,1,2,4,3,7,6,4,3,7,6,12,9,15,8
Hawkes Bay,Kindergarten,Māori,Age 5,6,14,1,6,5,3,9,6,3,9,3,5,10,8,6
Gisborne,Kindergarten,Māori,Age 5,1,2,0,2,3,0,5,4,1,2,3,2,0,1,3
Canterbury,Kindergarten,Māori,Age 5,4,5,4,3,6,1,1,7,4,5,3,8,9,7,5
Bay of Plenty,Kindergarten,Māori,Age 5,11,10,3,3,5,7,11,6,7,10,12,14,18,11,8
Auckland,Kindergarten,Māori,Age 5,7,8,17,5,11,14,13,10,5,15,13,17,25,12,5
Area outside regions,Kindergarten,Māori,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Home-based,Māori,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Home-based,Māori,Age 5,0,11,1,1,2,3,1,4,4,2,2,15,16,21,22
Waikato,Home-based,Māori,Age 5,0,0,2,2,2,2,2,4,6,2,15,5,17,12,6
Tasman,Home-based,Māori,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Home-based,Māori,Age 5,1,1,0,0,0,0,0,0,1,2,0,1,3,13,10
Southland,Home-based,Māori,Age 5,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
Otago,Home-based,Māori,Age 5,0,5,4,1,3,1,0,3,0,0,0,0,0,1,0
Northland,Home-based,Māori,Age 5,0,0,0,0,0,0,1,0,0,7,1,0,2,10,10
Nelson,Home-based,Māori,Age 5,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0
Marlborough,Home-based,Māori,Age 5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Manawatu-Wanganui,Home-based,Māori,Age 5,0,0,0,0,1,0,0,2,0,0,2,5,11,19,11
Hawkes Bay,Home-based,Māori,Age 5,0,2,3,3,0,2,4,4,3,4,6,10,19,17,30
Gisborne,Home-based,Māori,Age 5,0,0,0,0,0,0,2,0,1,3,1,0,3,1,0
Canterbury,Home-based,Māori,Age 5,0,0,0,2,0,1,1,6,3,5,1,0,0,3,3
Bay of Plenty,Home-based,Māori,Age 5,1,2,0,1,4,1,2,8,2,10,8,20,24,24,18
Auckland,Home-based,Māori,Age 5,1,2,0,2,1,3,4,2,5,1,3,13,14,9,4
Area outside regions,Home-based,Māori,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Education & Care,Māori,Age 5,0,1,0,1,0,3,2,6,0,0,0,1,0,1,1
Wellington,Education & Care,Māori,Age 5,13,7,9,16,14,10,18,12,8,8,11,11,17,17,14
Waikato,Education & Care,Māori,Age 5,8,4,9,13,8,8,9,14,10,9,12,18,18,23,35
Tasman,Education & Care,Māori,Age 5,1,1,0,0,0,1,0,1,1,2,2,2,2,4,3
Taranaki,Education & Care,Māori,Age 5,4,1,1,0,0,3,3,4,1,6,4,5,9,7,10
Southland,Education & Care,Māori,Age 5,2,0,2,2,1,0,1,0,0,1,0,0,0,1,1
Otago,Education & Care,Māori,Age 5,0,1,2,2,3,7,2,1,4,2,1,2,3,3,2
Northland,Education & Care,Māori,Age 5,1,4,8,1,3,2,2,3,4,3,8,3,12,8,14
Nelson,Education & Care,Māori,Age 5,1,0,1,0,0,0,1,0,0,0,2,1,0,1,3
Marlborough,Education & Care,Māori,Age 5,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2
Manawatu-Wanganui,Education & Care,Māori,Age 5,3,2,5,2,1,4,5,7,1,3,3,2,6,9,6
Hawkes Bay,Education & Care,Māori,Age 5,6,5,4,8,2,2,0,2,8,1,7,7,10,13,6
Gisborne,Education & Care,Māori,Age 5,6,2,2,0,0,0,0,1,0,3,0,1,3,3,1
Canterbury,Education & Care,Māori,Age 5,5,7,9,8,5,8,5,6,8,14,4,9,6,8,13
Bay of Plenty,Education & Care,Māori,Age 5,21,17,12,18,10,16,13,11,8,14,26,19,33,19,27
Auckland,Education & Care,Māori,Age 5,12,20,23,20,26,21,17,33,17,17,19,39,45,55,52
Area outside regions,Education & Care,Māori,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Playcentre,European/ Pākehā,Age 5,5,0,0,0,1,8,0,2,0,0,2,0,2,1,3
Wellington,Playcentre,European/ Pākehā,Age 5,3,11,9,5,3,6,4,3,8,4,7,7,3,6,6
Waikato,Playcentre,European/ Pākehā,Age 5,17,19,11,4,10,7,10,10,8,10,9,8,6,3,10
Tasman,Playcentre,European/ Pākehā,Age 5,4,3,3,3,1,1,0,5,3,5,8,1,1,1,1
Taranaki,Playcentre,European/ Pākehā,Age 5,4,4,4,4,3,2,1,1,1,2,4,3,0,1,2
Southland,Playcentre,European/ Pākehā,Age 5,3,2,3,13,1,4,1,4,2,1,1,1,0,1,0
Otago,Playcentre,European/ Pākehā,Age 5,3,8,2,3,7,14,2,3,3,3,1,3,2,1,5
Northland,Playcentre,European/ Pākehā,Age 5,11,3,9,6,5,9,9,8,3,5,3,8,10,1,3
Nelson,Playcentre,European/ Pākehā,Age 5,0,2,0,2,0,0,1,1,1,1,0,0,0,0,1
Marlborough,Playcentre,European/ Pākehā,Age 5,1,2,2,0,0,0,1,3,1,1,0,0,0,1,0
Manawatu-Wanganui,Playcentre,European/ Pākehā,Age 5,2,2,4,6,4,5,8,5,3,1,1,1,2,3,2
Hawkes Bay,Playcentre,European/ Pākehā,Age 5,8,1,2,0,1,1,0,0,5,2,0,2,11,0,1
Gisborne,Playcentre,European/ Pākehā,Age 5,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0
Canterbury,Playcentre,European/ Pākehā,Age 5,12,6,12,10,12,9,13,9,14,8,7,4,9,15,6
Bay of Plenty,Playcentre,European/ Pākehā,Age 5,3,11,6,9,11,1,2,3,0,6,1,3,4,5,4
Auckland,Playcentre,European/ Pākehā,Age 5,18,17,12,16,15,19,13,10,5,14,13,14,12,17,6
Area outside regions,Playcentre,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasman,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northland,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlborough,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawkes Bay,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gisborne,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Area outside regions,Kōhanga Reo,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kindergarten,European/ Pākehā,Age 5,0,3,0,1,1,0,0,0,2,0,1,0,1,5,2
Wellington,Kindergarten,European/ Pākehā,Age 5,3,6,7,7,8,39,50,46,40,58,40,42,45,39,12
Waikato,Kindergarten,European/ Pākehā,Age 5,34,37,42,39,22,26,21,19,17,20,29,22,20,22,14
Tasman,Kindergarten,European/ Pākehā,Age 5,1,1,1,3,1,0,0,0,2,7,7,2,7,10,1
Taranaki,Kindergarten,European/ Pākehā,Age 5,0,5,3,10,0,2,14,5,5,9,9,15,13,9,2
Southland,Kindergarten,European/ Pākehā,Age 5,3,3,3,5,3,4,1,6,0,7,5,9,14,8,2
Otago,Kindergarten,European/ Pākehā,Age 5,0,1,2,3,2,7,3,8,4,14,8,11,11,15,2
Northland,Kindergarten,European/ Pākehā,Age 5,1,4,4,1,5,3,6,7,3,15,9,10,6,20,4
Nelson,Kindergarten,European/ Pākehā,Age 5,5,3,5,3,3,3,2,1,3,2,7,3,10,8,3
Marlborough,Kindergarten,European/ Pākehā,Age 5,5,19,2,3,1,0,0,6,3,4,3,5,4,8,1
Manawatu-Wanganui,Kindergarten,European/ Pākehā,Age 5,3,9,5,11,6,6,10,12,14,19,15,18,28,19,6
Hawkes Bay,Kindergarten,European/ Pākehā,Age 5,10,12,13,7,33,3,6,7,10,15,12,11,15,8,13
Gisborne,Kindergarten,European/ Pākehā,Age 5,0,0,1,0,0,2,0,0,2,2,6,0,3,1,2
Canterbury,Kindergarten,European/ Pākehā,Age 5,23,24,24,24,11,10,16,21,26,55,34,50,60,39,18
Bay of Plenty,Kindergarten,European/ Pākehā,Age 5,13,11,10,6,12,5,11,14,3,20,17,17,20,7,4
Auckland,Kindergarten,European/ Pākehā,Age 5,19,29,38,35,43,38,51,44,27,57,62,73,80,45,22
Area outside regions,Kindergarten,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Home-based,European/ Pākehā,Age 5,0,0,0,1,2,1,1,0,0,0,0,4,0,0,8
Wellington,Home-based,European/ Pākehā,Age 5,11,84,6,11,7,11,11,12,12,18,32,69,67,63,59
Waikato,Home-based,European/ Pākehā,Age 5,2,1,0,10,16,18,17,10,12,12,28,42,37,44,27
Tasman,Home-based,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Home-based,European/ Pākehā,Age 5,2,2,2,6,9,3,6,5,7,3,4,10,14,13,12
Southland,Home-based,European/ Pākehā,Age 5,2,0,0,3,1,3,0,3,0,2,2,1,2,5,1
Otago,Home-based,European/ Pākehā,Age 5,11,34,13,17,17,16,4,9,3,6,2,6,13,7,4
Northland,Home-based,European/ Pākehā,Age 5,2,1,1,1,0,1,0,1,1,0,4,3,11,8,8
Nelson,Home-based,European/ Pākehā,Age 5,1,0,1,0,1,1,1,0,0,2,5,0,9,9,1
Marlborough,Home-based,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,5,7,7,3,5
Manawatu-Wanganui,Home-based,European/ Pākehā,Age 5,3,0,3,1,0,1,6,6,12,21,5,18,45,35,26
Hawkes Bay,Home-based,European/ Pākehā,Age 5,2,19,5,7,6,3,8,2,6,5,30,44,61,56,57
Gisborne,Home-based,European/ Pākehā,Age 5,0,3,0,1,1,0,3,0,2,0,0,1,1,2,1
Canterbury,Home-based,European/ Pākehā,Age 5,3,7,0,6,3,2,3,8,15,8,16,41,33,31,29
Bay of Plenty,Home-based,European/ Pākehā,Age 5,2,7,4,2,8,11,17,8,8,17,23,64,86,52,54
Auckland,Home-based,European/ Pākehā,Age 5,21,13,16,14,25,21,33,25,22,14,28,35,41,41,28
Area outside regions,Home-based,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Education & Care,European/ Pākehā,Age 5,9,4,6,10,9,13,14,13,14,7,17,12,10,21,25
Wellington,Education & Care,European/ Pākehā,Age 5,82,73,75,63,67,52,70,66,62,67,67,86,109,68,122
Waikato,Education & Care,European/ Pākehā,Age 5,75,46,44,48,39,54,40,74,35,41,61,45,77,63,55
Tasman,Education & Care,European/ Pākehā,Age 5,13,9,9,15,13,18,2,12,10,9,13,16,12,11,11
Taranaki,Education & Care,European/ Pākehā,Age 5,23,13,26,18,22,23,10,15,13,19,15,11,21,13,15
Southland,Education & Care,European/ Pākehā,Age 5,1,3,6,6,2,2,2,2,1,1,1,2,3,0,4
Otago,Education & Care,European/ Pākehā,Age 5,21,21,21,29,31,37,24,23,15,18,14,20,26,20,20
Northland,Education & Care,European/ Pākehā,Age 5,14,7,5,6,5,9,5,3,1,4,7,8,34,26,30
Nelson,Education & Care,European/ Pākehā,Age 5,16,9,3,6,2,11,2,2,0,2,3,5,5,10,6
Marlborough,Education & Care,European/ Pākehā,Age 5,3,5,2,6,4,3,4,3,5,5,2,3,6,1,4
Manawatu-Wanganui,Education & Care,European/ Pākehā,Age 5,38,11,13,15,10,20,15,8,10,12,8,14,16,12,10
Hawkes Bay,Education & Care,European/ Pākehā,Age 5,32,26,30,22,29,13,5,11,27,20,39,29,24,34,37
Gisborne,Education & Care,European/ Pākehā,Age 5,7,0,2,2,1,2,0,0,1,0,1,0,0,1,1
Canterbury,Education & Care,European/ Pākehā,Age 5,57,54,65,54,81,64,83,71,52,78,78,68,94,78,67
Bay of Plenty,Education & Care,European/ Pākehā,Age 5,68,66,80,81,60,52,34,22,23,53,72,58,65,78,76
Auckland,Education & Care,European/ Pākehā,Age 5,186,172,146,178,161,160,150,172,131,127,145,186,245,208,186
Area outside regions,Education & Care,European/ Pākehā,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Playcentre,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Playcentre,Asian,Age 5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Waikato,Playcentre,Asian,Age 5,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0
Tasman,Playcentre,Asian,Age 5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Taranaki,Playcentre,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland,Playcentre,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago,Playcentre,Asian,Age 5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Northland,Playcentre,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Nelson,Playcentre,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlborough,Playcentre,Asian,Age 5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Manawatu-Wanganui,Playcentre,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hawkes Bay,Playcentre,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gisborne,Playcentre,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury,Playcentre,Asian,Age 5,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
Bay of Plenty,Playcentre,Asian,Age 5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Auckland,Playcentre,Asian,Age 5,0,0,0,2,2,0,0,2,0,0,0,1,0,2,1
Area outside regions,Playcentre,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasman,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northland,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlborough,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawkes Bay,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gisborne,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Area outside regions,Kōhanga Reo,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kindergarten,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Kindergarten,Asian,Age 5,1,0,2,0,1,10,8,7,8,5,12,14,6,6,2
Waikato,Kindergarten,Asian,Age 5,0,2,5,6,4,1,2,3,3,3,4,6,3,3,3
Tasman,Kindergarten,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Taranaki,Kindergarten,Asian,Age 5,1,0,2,0,0,0,1,2,0,0,2,0,0,0,0
Southland,Kindergarten,Asian,Age 5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Otago,Kindergarten,Asian,Age 5,0,0,1,0,0,0,0,0,1,0,1,1,2,2,2
Northland,Kindergarten,Asian,Age 5,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
Nelson,Kindergarten,Asian,Age 5,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Marlborough,Kindergarten,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Manawatu-Wanganui,Kindergarten,Asian,Age 5,0,0,1,0,0,0,1,0,1,1,0,2,1,2,0
Hawkes Bay,Kindergarten,Asian,Age 5,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0
Gisborne,Kindergarten,Asian,Age 5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Canterbury,Kindergarten,Asian,Age 5,0,3,3,3,3,1,4,1,1,4,1,2,4,1,0
Bay of Plenty,Kindergarten,Asian,Age 5,0,0,1,2,3,1,0,0,0,2,0,1,2,2,1
Auckland,Kindergarten,Asian,Age 5,4,15,12,7,9,33,19,20,10,36,24,17,24,24,15
Area outside regions,Kindergarten,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Home-based,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Home-based,Asian,Age 5,1,5,1,1,1,1,0,0,0,0,5,7,9,9,4
Waikato,Home-based,Asian,Age 5,0,2,0,0,1,0,0,0,0,0,0,1,1,2,1
Tasman,Home-based,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Home-based,Asian,Age 5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Southland,Home-based,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Otago,Home-based,Asian,Age 5,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
Northland,Home-based,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nelson,Home-based,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Marlborough,Home-based,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Manawatu-Wanganui,Home-based,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Hawkes Bay,Home-based,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gisborne,Home-based,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Canterbury,Home-based,Asian,Age 5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Bay of Plenty,Home-based,Asian,Age 5,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
Auckland,Home-based,Asian,Age 5,0,0,0,1,0,0,1,1,1,4,0,3,6,11,3
Area outside regions,Home-based,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Education & Care,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Education & Care,Asian,Age 5,6,10,4,8,10,4,10,13,12,6,10,16,12,14,17
Waikato,Education & Care,Asian,Age 5,1,2,2,1,2,1,8,4,9,4,5,10,9,15,13
Tasman,Education & Care,Asian,Age 5,0,0,1,0,0,2,0,0,1,0,0,0,2,0,0
Taranaki,Education & Care,Asian,Age 5,1,0,2,1,1,1,0,2,2,5,4,3,1,2,5
Southland,Education & Care,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago,Education & Care,Asian,Age 5,2,1,2,3,3,2,2,1,1,1,2,3,5,0,0
Northland,Education & Care,Asian,Age 5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Nelson,Education & Care,Asian,Age 5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Marlborough,Education & Care,Asian,Age 5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Manawatu-Wanganui,Education & Care,Asian,Age 5,0,1,0,0,2,0,1,0,1,0,0,0,0,1,2
Hawkes Bay,Education & Care,Asian,Age 5,1,0,0,1,0,0,0,0,1,4,2,2,2,2,4
Gisborne,Education & Care,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Canterbury,Education & Care,Asian,Age 5,1,6,6,4,4,8,4,4,3,8,2,6,10,8,8
Bay of Plenty,Education & Care,Asian,Age 5,2,1,3,0,0,1,3,0,1,2,2,3,4,6,8
Auckland,Education & Care,Asian,Age 5,15,18,20,28,28,26,24,31,29,29,35,54,85,69,80
Area outside regions,Education & Care,Asian,Age 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Playcentre,Pasifika,Age 4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Wellington,Playcentre,Pasifika,Age 4,18,19,13,8,17,11,15,9,2,6,8,11,15,12,6
Waikato,Playcentre,Pasifika,Age 4,6,6,9,8,2,5,3,0,0,5,3,5,5,5,4
Tasman,Playcentre,Pasifika,Age 4,1,2,1,0,0,0,0,0,1,0,0,2,0,0,1
Taranaki,Playcentre,Pasifika,Age 4,1,1,0,2,0,0,0,0,0,0,1,0,2,0,1
Southland,Playcentre,Pasifika,Age 4,0,1,2,0,1,1,1,0,1,0,0,0,1,0,0
Otago,Playcentre,Pasifika,Age 4,5,4,1,5,3,2,3,2,4,3,3,1,2,5,3
Northland,Playcentre,Pasifika,Age 4,5,5,2,1,12,4,8,7,1,3,2,1,1,4,1
Nelson,Playcentre,Pasifika,Age 4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlborough,Playcentre,Pasifika,Age 4,0,1,2,0,0,0,2,0,1,1,0,2,0,0,0
Manawatu-Wanganui,Playcentre,Pasifika,Age 4,0,0,0,2,3,0,1,2,1,1,2,2,0,5,1
Hawkes Bay,Playcentre,Pasifika,Age 4,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
Gisborne,Playcentre,Pasifika,Age 4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Canterbury,Playcentre,Pasifika,Age 4,3,1,1,3,1,1,4,1,5,2,1,2,2,3,2
Bay of Plenty,Playcentre,Pasifika,Age 4,0,4,1,2,5,1,0,2,1,1,0,0,1,0,2
Auckland,Playcentre,Pasifika,Age 4,28,35,25,31,35,23,22,30,21,18,21,22,16,13,18
Area outside regions,Playcentre,Pasifika,Age 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kōhanga Reo,Pasifika,Age 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Kōhanga Reo,Pasifika,Age 4,0,3,0,0,0,0,0,9,14,6,12,9,10,12,10
Waikato,Kōhanga Reo,Pasifika,Age 4,0,0,0,0,0,0,0,5,5,5,7,4,9,5,6
Tasman,Kōhanga Reo,Pasifika,Age 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Kōhanga Reo,Pasifika,Age 4,0,0,0,0,0,0,0,2,0,2,2,0,1,1,1
Southland,Kōhanga Reo,Pasifika,Age 4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
Otago,Kōhanga Reo,Pasifika,Age 4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
Northland,Kōhanga Reo,Pasifika,Age 4,0,1,1,0,1,1,0,3,6,1,3,6,3,2,3
Nelson,Kōhanga Reo,Pasifika,Age 4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Marlborough,Kōhanga Reo,Pasifika,Age 4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
Manawatu-Wanganui,Kōhanga Reo,Pasifika,Age 4,0,0,0,0,0,0,0,0,1,1,2,1,2,3,4
Hawkes Bay,Kōhanga Reo,Pasifika,Age 4,0,0,0,0,0,0,0,3,5,5,2,3,4,2,8
